,height,search_num,final_win_num,G,PER,WS,TRB,AST,PTS,G_sum,PER_sum,WS_sum,TRB_sum,AST_sum,PTS_sum,Pos_C,Pos_PF,Pos_PF-C,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-PF,Pos_SG,Pos_SG-SF,HoF
341,-1.592414513,-0.30736168199999997,-0.29995078199999997,0.110082604,0.27739663600000003,-0.651718647,-0.796640778,-0.216479085,-0.740570372,-0.643831742,-0.381847162,-0.5188304979999999,-0.5983537760000001,-0.42597464,-0.5998549710000001,0,0,0,1,0,0,0,0,0,0
343,0.872652056,-0.361497998,-0.29995078199999997,0.9125987259999999,-0.032586725,0.307236081,0.48382020299999995,0.43471930000000003,0.174858774,0.36396051,-0.07690103400000001,-0.032442515,0.185935391,0.13156980599999998,-0.102948656,1,0,0,0,0,0,0,0,0,0
344,-0.41346963200000003,-0.354846786,-0.29995078199999997,-1.355381617,0.193939577,-0.761313473,-0.8814906020000001,-0.719158541,-0.942303832,-0.8757620140000001,-1.105507784,-0.581366096,-0.621434159,-0.549078163,-0.652928298,0,0,0,0,0,0,0,1,0,0
345,0.122414405,-0.315737527,-0.29995078199999997,-0.064377422,0.432388316,-0.651718647,-0.761929486,-0.422120681,-0.6829322409999999,-0.447795441,-0.275116017,-0.570943497,-0.569947151,-0.43098466700000004,-0.5510586160000001,0,0,0,0,0,0,0,1,0,0
346,-1.592414513,-0.316397042,-0.29995078199999997,0.110082604,-0.187578405,-0.70651606,-0.603800269,-0.245040418,-0.669370328,-0.652114966,-0.48857830799999996,-0.550098297,-0.575717246,-0.474643475,-0.61404674,0,0,0,1,0,0,0,0,0,0
347,-0.199116017,-0.319628667,-0.29995078199999997,0.319434636,-0.533329076,-0.8161108859999999,-0.565232167,-0.410696147,-0.365922518,-0.538910905,-0.587099365,-0.605685495,-0.5286687729999999,-0.474643475,-0.507316862,0,0,0,1,0,0,0,0,0,0
348,-0.41346963200000003,-0.35154921,-0.29995078199999997,-0.169053438,-0.6883207570000001,-0.70651606,-0.792783968,-0.707734008,-0.799903743,-0.801212998,-0.917848628,-0.5639950970000001,-0.62409728,-0.564108245,-0.646318433,0,0,0,0,0,1,0,0,0,0
349,-1.0565304759999998,-0.33433585899999996,-0.29995078199999997,-0.832001538,1.135812096,-0.651718647,-0.877633792,-0.28502628399999996,-0.852456157,-0.740469355,-0.266905929,-0.5362014979999999,-0.613000942,-0.40020878600000004,-0.621434236,0,0,0,0,0,0,0,1,0,0
350,-1.2708840909999999,0.066847321,1.198207644,-0.727325522,-0.5810188239999999,-0.761313473,-0.83135207,-0.673460408,-0.855846635,-0.8536734159999999,-0.7841414790000001,-0.567469297,-0.627204254,-0.556235345,-0.651761852,0,0,0,1,0,0,0,0,0,0
351,0.658298441,-0.36024162200000004,-0.29995078199999997,0.563678673,0.015103023,0.033249016,0.5918108879999999,-0.462106546,-0.46255115,1.269593,1.120598958,0.20727727699999998,0.916962136,-0.15758033,-0.09711642300000001,0,1,0,0,0,0,0,0,0,0
352,0.122414405,-0.360637331,1.198207644,0.9125987259999999,-0.05643159900000001,0.033249016,0.618808559,-0.033686556,0.08162062,0.728422366,0.175265958,-0.039390915,0.346610365,-0.090302823,-0.044043096,0,0,0,0,0,1,0,0,0,0
353,-1.2708840909999999,-0.358197124,1.198207644,0.9125987259999999,0.694681929,0.581223146,0.7692241559999999,0.508978765,1.381869056,1.6975595730000002,1.6929593840000001,0.856952655,1.026593955,0.218171703,1.408377514,0,0,0,0,0,1,0,0,0,0
354,0.336768019,-0.35544035,-0.29995078199999997,-0.413297475,-0.974459243,-0.843509592,-0.48809596299999997,-0.6106254760000001,-0.78634183,-0.839868043,-0.916675758,-0.577891896,-0.590364412,-0.552656754,-0.6459296179999999,0,1,0,0,0,0,0,0,0,0
355,0.658298441,-0.36126716799999997,-0.29995078199999997,-1.599625654,-0.6644758829999999,-0.788712179,-0.8544929309999999,-0.7877057390000001,-0.94738955,-0.9337445809999999,-0.886181145,-0.570943497,-0.6325304970000001,-0.574844017,-0.664398358,1,0,0,0,0,0,0,0,0,0
356,-1.592414513,-0.31679275100000004,-0.29995078199999997,0.842814715,0.432388316,-0.213339342,-0.387818899,0.646073162,-0.015008012,0.051959073,0.20927918,-0.39375930299999995,-0.365330679,0.16950286899999994,-0.24875450000000002,0,0,0,1,0,0,0,0,0,0
357,-0.199116017,-0.35464893200000003,-0.29995078199999997,0.14497461,-0.9267694959999999,-1.062699244,-0.5806594079999999,-0.656323609,-0.6507226970000001,-0.795690848,-0.911984279,-0.605685495,-0.601016897,-0.558382499,-0.630376994,0,0,0,0,0,1,0,0,0,0
358,-1.0565304759999998,-0.33400610199999997,-0.29995078199999997,-0.483081485,-1.0817611759999999,-1.1448953640000001,-0.761929486,-0.427832947,-0.703275111,-0.845390192,-0.927231585,-0.616108095,-0.621878012,-0.5297537729999999,-0.636403636,0,0,0,0,0,0,0,1,0,0
359,-1.592414513,-0.077586538,-0.29995078199999997,0.354326641,0.0031805859999999996,-0.213339342,-0.380105278,-0.313587616,0.054496794,-0.265564513,-0.33610524299999994,-0.40418190200000004,-0.398619692,-0.370148624,-0.22095418600000002,0,0,0,1,0,0,0,0,0,0
360,0.872652056,0.732957812,-0.29995078199999997,-1.8438696909999999,0.670837055,-0.8161108859999999,-0.935485945,-0.799130272,-0.982989572,-0.942027805,-0.896736973,-0.574417697,-0.639188299,-0.5762754529999999,-0.667314475,1,0,0,0,0,0,0,0,0,0
361,1.1941824779999999,-0.361688598,-0.29995078199999997,-1.8438696909999999,5.26097528,-0.788712179,-0.920058704,-0.804842539,-0.982989572,-0.9530721040000001,-0.30326489100000004,-0.570943497,-0.640076006,-0.576991172,-0.668480922,0,1,0,0,0,0,0,0,0,0
362,0.336768019,-0.361559333,-0.29995078199999997,-0.832001538,-0.366414959,-0.761313473,-0.904631463,-0.719158541,-0.920265723,-0.8730009390000001,-0.856859402,-0.567469297,-0.638300592,-0.566255399,-0.6612878329999999,0,0,0,0,0,1,0,0,0,0
363,-0.199116017,-0.357009997,-0.29995078199999997,0.9125987259999999,0.396621005,0.964805037,0.742226485,1.34296968,0.8749925470000001,1.449062853,1.134673394,0.853478455,0.749629359,1.1808126270000001,0.786855805,0,0,0,0,0,0,0,1,0,0
364,-1.2708840909999999,-0.32319005,2.6963660689999998,0.9125987259999999,0.086637645,0.827811505,-0.23354649100000002,1.1887384840000002,0.483392301,1.3027258959999999,0.989237548,0.558171465,-0.15361255,0.903113982,0.710259135,0,0,0,0,0,0,0,1,0,0
365,-0.41346963200000003,-0.2286155510000001,-0.29995078199999997,-0.099269427,-0.712165631,-0.843509592,-0.83906569,-0.130795087,-0.799903743,-0.641070667,-0.669200246,-0.598737096,-0.6107816739999999,-0.381600114,-0.6167684489999999,0,0,0,1,0,0,0,0,0,0
366,0.122414405,0.077399566,-0.29995078199999997,-0.029485417000000007,-0.640631009,-0.8161108859999999,-0.41867338,-0.650611342,-0.594779805,-0.798451923,-0.8158089609999999,-0.574417697,-0.5810434879999999,-0.557666781,-0.6229894979999999,0,0,0,0,0,1,0,0,0,0
367,-0.41346963200000003,-0.358170744,-0.29995078199999997,-1.808977685,0.766216551,-0.788712179,-0.943199565,-0.7934180059999999,-0.977903855,-0.942027805,-0.9788378529999999,-0.577891896,-0.642295274,-0.574844017,-0.667897698,0,0,0,0,0,0,0,1,0,0
368,1.4085360930000002,-0.35986569799999996,-0.29995078199999997,0.38921864700000003,-0.569096387,-0.596921234,-0.086987704,-0.524941478,-0.654113175,-0.732186131,-0.7841414790000001,-0.543149898,-0.520235556,-0.531185209,-0.619490158,1,0,0,0,0,0,0,0,0,0
369,0.658298441,0.96378818,-0.29995078199999997,-1.739193675,0.515845375,-0.788712179,-0.9162018940000001,-0.799130272,-0.977903855,-0.94478888,-0.770067042,-0.570943497,-0.639632153,-0.5762754529999999,-0.667897698,0,1,0,0,0,0,0,0,0,0
370,-0.735000054,-0.356020724,-0.29995078199999997,0.87770672,0.420465879,1.4305830480000001,0.580240457,0.668922228,1.729393084,1.283398373,1.171032356,1.391979436,0.746078531,0.999735933,1.8767058840000002,0,0,0,1,0,0,0,0,0,0
371,1.1941824779999999,0.149286738,-0.29995078199999997,-0.797109533,-0.9506143690000001,-0.8709082990000001,-0.8429225,-0.633474543,-0.8694085490000001,-0.8702398640000001,-0.914330018,-0.581366096,-0.631198936,-0.555519627,-0.6554555999999999,0,0,0,0,0,0,0,1,0,0
372,-1.806768128,-0.3593183,-0.29995078199999997,-0.308621459,0.360853695,-0.7339147659999999,-0.63465475,-0.062247889,0.073144424,-0.676964638,-0.497961265,-0.574417697,-0.580599635,-0.43742613,-0.482238257,0,0,0,0,0,0,0,1,0,0
373,1.1941824779999999,-0.168599655,-0.29995078199999997,0.9125987259999999,0.38469856799999996,1.512779167,2.026544276,-0.216479085,0.417277974,2.227685908,2.085870743,2.559310596,3.34217776,0.15661994199999998,1.078078677,0,1,0,0,0,0,0,0,0,0
374,0.122414405,-0.310857113,-0.29995078199999997,0.9125987259999999,0.658914618,2.142949417,0.773080966,0.554676898,2.8262128210000004,2.6335638830000003,2.675824215,2.4967749980000002,1.322644251,0.7506660140000001,3.2260903639999996,0,0,0,0,0,1,0,0,0,0
375,0.872652056,-0.336314405,-0.29995078199999997,-1.5298416430000001,-1.630193275,-0.8161108859999999,-0.935485945,-0.7934180059999999,-0.969427659,-0.895089536,-1.1242736999999998,-0.581366096,-0.640076006,-0.574128299,-0.66420395,0,0,0,0,0,0,1,0,0,0
376,1.730066515,-0.36098687399999996,-0.29995078199999997,-0.203945443,-0.6644758829999999,-0.843509592,-0.326109936,-0.673460408,-0.679541763,-0.699053235,-0.764202693,-0.605685495,-0.537989697,-0.5505095999999999,-0.620851013,1,0,0,0,0,0,0,0,0,0
377,0.658298441,-0.361191324,-0.29995078199999997,0.668354689,-0.271035464,-0.432528995,-0.048419603,-0.433545214,-0.250646255,-0.569282726,-0.73605382,-0.5362014979999999,-0.44300504399999996,-0.508997946,-0.5032342989999999,0,1,0,0,0,0,0,0,0,0
378,0.872652056,-0.36056478399999997,-0.29995078199999997,-0.901785548,-1.093683613,-0.8709082990000001,-0.83135207,-0.770568939,-0.90670381,-0.878523088,-0.928404455,-0.581366096,-0.629867376,-0.572696863,-0.659732571,0,1,0,0,0,0,0,0,0,0
379,-1.0565304759999998,0.772528732,-0.29995078199999997,0.9125987259999999,0.158172267,1.56757658,-0.059990033,1.925620867,0.6257923910000001,1.070795624,1.166340877,0.443522869,-0.12298665800000001,0.81436493,0.24095872699999998,0,0,0,1,0,0,0,0,0,0
380,-2.342652164,-0.347328311,-0.29995078199999997,0.9125987259999999,0.468155627,1.266190809,0.321834175,3.245154438,1.77685978,1.8245690069999998,1.829012273,1.5135764319999998,0.889887071,3.80034109,1.9169482969999998,0,0,0,1,0,0,0,0,0,0
381,-1.2708840909999999,-0.355803084,-0.29995078199999997,-1.355381617,-0.807545126,-0.843509592,-0.8429225,-0.7248708070000001,-0.901618093,-0.8536734159999999,-0.9131571490000001,-0.595262896,-0.620546452,-0.563392526,-0.648651327,0,0,0,0,0,1,0,0,0,0
382,-1.806768128,-0.35977336600000004,-0.29995078199999997,0.528786668,0.098560082,0.142843842,-0.256687352,1.17731395,0.510516128,0.181729582,0.15532717199999999,-0.25479130699999997,-0.372432335,0.236780375,-0.139497321,0,0,0,1,0,0,0,0,0,0
383,0.872652056,-0.361703767,-0.29995078199999997,-1.599625654,0.73044924,-0.788712179,-0.943199565,-0.804842539,-0.971122898,-0.930983507,-0.7489553870000001,-0.570943497,-0.642739128,-0.576991172,-0.667120067,1,0,0,0,0,0,0,0,0,0
385,1.1941824779999999,-0.361059421,-0.29995078199999997,0.14497461,-0.569096387,-0.70651606,-0.615370699,-0.684884941,-0.6829322409999999,-0.57756595,-0.610556759,-0.567469297,-0.55352457,-0.549078163,-0.590717805,0,0,0,0,0,1,0,0,0,0
386,-0.199116017,-0.350955646,-0.29995078199999997,0.9125987259999999,0.432388316,1.8689623519999998,0.9119261329999999,1.137328085,1.4106881219999998,1.675470975,1.188625402,2.14935501,1.249408421,1.394812357,1.454257753,0,0,0,0,0,0,0,1,0,0
387,1.4085360930000002,-0.344294541,-0.29995078199999997,-1.739193675,-0.509484202,-0.8161108859999999,-0.885347412,-0.799130272,-0.962646702,-0.94478888,-0.8709338390000001,-0.574417697,-0.636081325,-0.5762754529999999,-0.666148028,1,0,0,0,0,0,0,0,0,0
388,0.872652056,-0.341854334,-0.29995078199999997,-1.2158135959999998,1.922692935,-0.788712179,-0.82749526,-0.781993473,-0.937218115,-0.82054052,0.140079866,-0.5605208970000001,-0.612113235,-0.569118272,-0.652345075,1,0,0,0,0,0,0,0,0,0
389,0.336768019,-0.36027459799999995,-0.29995078199999997,0.87770672,0.7781389879999999,1.677171406,2.443079776,0.48041743299999995,1.4886691230000002,1.098406371,1.262516195,1.683812226,2.571204198,0.582472246,1.530660015,0,1,0,0,0,0,0,0,0,0
390,-2.12829855,-0.34079911,-0.29995078199999997,0.9125987259999999,0.801983862,2.66352484,0.105852805,2.7310504489999996,1.8650122169999999,1.385558136,1.6178957219999999,1.1522596440000001,0.070533476,1.4535012459999999,1.0607763829999999,0,0,0,1,0,0,0,0,0,0
391,-1.0565304759999998,-0.36142677100000004,-0.29995078199999997,-0.552865496,0.13432739300000002,-0.5695225270000001,-0.773499917,-0.542078278,-0.555789304,-0.834345894,-0.6398785020000001,-0.543149898,-0.621878012,-0.5426367,-0.6167684489999999,0,0,0,0,0,0,0,1,0,0
392,-1.0565304759999998,-0.334203956,-0.29995078199999997,0.354326641,-0.5810188239999999,-0.679117353,-0.62308432,-0.29073855,-0.565960739,-0.610698846,-0.788832958,-0.546624097,-0.573497979,-0.452456212,-0.58585761,0,0,0,0,0,0,0,1,0,0
393,1.730066515,-0.011635005,-0.29995078199999997,-0.064377422,-0.35449252200000003,-0.487326408,-0.441814241,-0.667748142,-0.62529411,-0.624504219,-0.600000932,-0.511882099,-0.52822492,-0.549793881,-0.5885793189999999,1,0,0,0,0,0,0,0,0,0
394,-0.735000054,-0.30986784,2.6963660689999998,0.87770672,0.527767812,1.540177874,0.30640693399999996,2.0684275309999998,1.281849946,2.117242921,1.776233135,2.1424066109999997,0.698142351,2.7160280789999995,1.905283829,0,0,0,0,0,0,0,1,0,0
395,0.872652056,-0.329389494,1.198207644,0.9125987259999999,0.21778445100000002,0.7182166790000001,0.348831846,0.28620037,0.854649677,1.5705501380000002,0.733551948,0.631129662,0.488199637,0.271134847,0.582144401,0,1,0,0,0,0,0,0,0,0
396,0.122414405,-0.358704951,-0.29995078199999997,0.842814715,1.219269155,0.41683090700000003,2.5163591690000002,-0.079384688,0.471525627,0.253517524,0.7605279509999999,0.203803077,0.7696027679999999,-0.361560006,0.033136797999999995,0,1,0,0,0,0,0,0,0,0
397,0.872652056,-0.20553251399999997,-0.29995078199999997,0.9125987259999999,0.670837055,1.8689623519999998,1.224327758,0.823153425,2.058269481,1.6644266769999998,2.22544224,1.4614634340000001,1.6111490380000002,1.08633783,2.00734792,0,1,0,0,0,0,0,0,0,0
398,1.1941824779999999,-0.358915996,-0.29995078199999997,0.9125987259999999,0.503922938,1.5949752869999998,1.6022951559999998,0.3661721020000001,0.920764005,2.5065544490000002,2.009634211,1.180053243,2.19037788,0.508753276,1.2310776079999999,1,0,0,0,0,0,0,0,0,0
399,0.122414405,-0.360749449,-0.29995078199999997,0.9125987259999999,-0.35449252200000003,0.334634788,0.7306560540000001,0.063421975,0.140953991,0.44679275,-0.254004362,-0.042865115,0.243192495,-0.151854585,-0.16165980900000002,0,0,0,0,0,1,0,0,0,0
400,-1.0565304759999998,0.614245051,-0.29995078199999997,0.9125987259999999,0.015103023,0.499027027,-0.480382343,1.21158755,-0.030265164,0.7946881579999999,0.586943232,0.18990627699999998,-0.295645676,0.74422455,-0.10547595800000001,0,0,0,1,0,0,0,0,0,0
401,0.658298441,0.256787738,-0.29995078199999997,0.9125987259999999,0.527767812,0.170242549,0.888785272,0.246214505,0.46643991,0.48820887,0.541201313,-0.119297512,0.48775578399999997,0.140158424,0.373933656,0,0,0,0,0,1,0,0,0,0
402,-1.2708840909999999,0.113013394,-0.29995078199999997,-1.320489612,-0.616786135,-0.8161108859999999,-0.873776982,-0.719158541,-0.9033133320000001,-0.911655984,-0.8814896659999999,-0.574417697,-0.6347497639999999,-0.566255399,-0.659343755,0,0,0,0,0,0,0,1,0,0
403,0.658298441,-0.360010791,-0.29995078199999997,0.9125987259999999,0.050870334,0.22503996199999998,1.721856271,0.14339370699999998,0.496954215,0.046436924000000004,-0.121470083,-0.115823312,0.447365113,-0.213406347,-0.024602316000000003,1,0,0,0,0,0,0,0,0,0
404,-0.41346963200000003,-0.359549131,-0.29995078199999997,-0.622649506,0.13432739300000002,-0.8161108859999999,-0.8159248290000001,-0.713446274,-0.8694085490000001,-0.850912342,-0.733708081,-0.577891896,-0.6276481079999999,-0.564108245,-0.654872376,0,0,0,0,0,0,0,1,0,0
405,-1.592414513,-0.349768518,-0.29995078199999997,0.9125987259999999,0.37277613200000004,0.55382444,-0.106271755,2.176960595,0.48508754,0.921697592,0.7628736909999999,0.22812247600000002,-0.0031462079999999997,1.803487426,0.468804658,0,0,0,1,0,0,0,0,0,0
406,0.658298441,-0.36160418,-0.29995078199999997,-1.180921591,-1.057916302,-0.898307005,-0.700220524,-0.662035875,-0.893141897,-0.900611686,-0.9248858459999999,-0.584840296,-0.614776356,-0.5590982179999999,-0.6581773089999999,0,1,0,0,0,0,0,0,0,0
407,-1.806768128,-0.32846617300000003,-0.29995078199999997,0.9125987259999999,3.103014192,1.56757658,0.371972707,2.188385128,1.261507076,1.5401783169999999,2.230133719,1.180053243,0.414519953,1.9795540930000002,0.8809491759999999,0,0,0,1,0,0,0,0,0,0
408,-0.735000054,-0.34581142600000003,-0.29995078199999997,0.9125987259999999,0.229706888,0.25243866800000003,0.375829518,0.811728892,1.997240871,1.1508667890000002,0.657315415,0.18990627699999998,0.474440178,0.587482273,1.739259575,0,0,0,0,0,0,0,1,0,0
409,0.658298441,-0.35723423200000004,-0.29995078199999997,-1.878761696,-1.499046469,-0.8161108859999999,-0.939342755,-0.804842539,-0.9863800509999999,-0.9558331790000001,-0.9682820259999999,-0.574417697,-0.642295274,-0.576991172,-0.6688697370000001,1,0,0,0,0,0,0,0,0,0
410,-0.735000054,-0.30610860300000003,1.198207644,0.9125987259999999,0.20586201399999998,0.910007624,1.802849285,2.919555245,0.876687786,1.128778192,0.63972237,0.384461471,0.7731535959999999,1.80563458,0.587976634,0,0,0,1,0,0,0,0,0,0
411,0.336768019,-0.356357076,-0.29995078199999997,0.842814715,0.26547419899999997,0.22503996199999998,0.098139184,0.566101431,0.18503020899999997,0.115463791,-0.143754608,-0.230471908,-0.213532775,-0.041633988,-0.191209794,0,0,0,0,0,1,0,0,0,0
412,0.872652056,-0.35652855,-0.29995078199999997,-1.146029585,0.623147307,-0.70651606,-0.6385115610000001,-0.719158541,-0.830418048,-0.834345894,-0.5519132729999999,-0.550098297,-0.571722565,-0.555519627,-0.632321072,1,0,0,0,0,0,0,0,0,0
413,1.1941824779999999,-0.358401574,-0.29995078199999997,0.563678673,-0.306802774,-0.651718647,-0.241260112,-0.667748142,-0.5574845429999999,-0.47540618700000004,-0.5953094529999999,-0.522304698,-0.446555872,-0.534048082,-0.554363548,1,0,0,0,0,0,0,0,0,0
414,-2.12829855,-0.35491273799999995,-0.29995078199999997,0.9125987259999999,0.337008821,0.444229614,-0.318396315,1.131615818,0.520687563,0.620740454,0.7405891659999999,-0.220049309,-0.346244977,0.634003954,0.09631933,0,0,0,1,0,0,0,0,0,0
415,0.122414405,-0.358698356,-0.29995078199999997,0.24965062600000001,0.49200050100000003,-0.679117353,-0.572945787,-0.536366011,-0.532055956,-0.527866606,-0.181286439,-0.532727298,-0.560626227,-0.504703637,-0.5706938020000001,0,0,0,0,0,1,0,0,0,0
416,1.1941824779999999,-0.333610392,-0.29995078199999997,0.87770672,0.6350697439999999,1.348386928,1.721856271,0.046285176,1.307278533,1.059751325,0.990410418,1.0306626490000002,1.325751226,0.080753817,1.030059952,1,0,0,0,0,0,0,0,0,0
417,0.122414405,-0.352802289,-0.29995078199999997,-1.564733648,-0.533329076,-0.8161108859999999,-0.943199565,-0.799130272,-0.9728181370000001,-0.930983507,-0.873279578,-0.574417697,-0.642739128,-0.5762754529999999,-0.667314475,0,0,0,1,0,0,0,0,0,0
418,0.122414405,-0.35958870200000004,1.198207644,0.668354689,0.992742853,-0.350332875,-0.17183752800000002,-0.38784708100000004,-0.479503542,0.289411494,0.190513264,-0.376388303,-0.19134009899999999,-0.40307165899999997,-0.4320810470000001,0,0,0,0,0,1,0,0,0,0
419,-1.0565304759999998,-0.305712894,-0.29995078199999997,0.9125987259999999,0.098560082,0.827811505,-0.025278742000000003,1.754252871,0.8376972859999999,0.9106532940000001,0.569350186,0.252441875,-0.015574106,1.122839457,0.560370728,0,0,0,0,0,0,0,1,0,0
420,0.872652056,-0.36084178100000003,-0.29995078199999997,-0.064377422,-0.449872018,-0.62431994,-0.491952774,-0.639186809,-0.691408437,-0.801212998,-0.790005827,-0.550098297,-0.589032852,-0.55408819,-0.633098704,1,0,0,0,0,0,0,0,0,0
421,-0.735000054,-0.334467762,-0.29995078199999997,-1.878761696,0.45623319,-0.8161108859999999,-0.943199565,-0.7877057390000001,-0.9863800509999999,-0.9558331790000001,-0.775931391,-0.574417697,-0.642739128,-0.574844017,-0.6688697370000001,0,0,0,1,0,0,0,0,0,0
422,1.1941824779999999,-0.357412301,-0.29995078199999997,0.9125987259999999,0.27739663600000003,0.6086218529999999,1.814419716,0.389021168,0.94958307,1.4987621969999998,0.9141738859999999,0.728407259,1.691930379,0.48012455,0.810767963,1,0,0,0,0,0,0,0,0,0
424,1.1941824779999999,-0.36127376299999997,-0.29995078199999997,0.49389466200000004,-0.271035464,-0.679117353,0.341118226,-0.502092412,-0.216741472,-0.202059796,-0.402958818,-0.522304698,-0.281886217,-0.487526402,-0.437913281,1,0,0,0,0,0,0,0,0,0
425,0.658298441,-0.32061794,1.198207644,0.9125987259999999,0.289319073,1.129197276,2.080539618,0.691771295,1.268288032,1.4960011219999998,1.074857038,1.114043446,2.436272729,0.646886881,1.059415529,0,1,0,0,0,0,0,0,0,0
426,-0.41346963200000003,-0.351087549,-0.29995078199999997,-1.180921591,-0.891002185,-0.9257057120000001,-0.8159248290000001,-0.6106254760000001,-0.779560873,-0.900611686,-0.90846567,-0.588314496,-0.628091961,-0.552656754,-0.645151987,0,0,0,0,0,0,0,1,0,0
427,1.1941824779999999,-0.360643926,-0.29995078199999997,0.7381386990000001,-0.11604378300000001,-0.103744516,0.530101925,-0.479243346,-0.145541427,-0.304219558,0.16705587,-0.418078702,-0.26191280899999997,-0.48036922,-0.451327419,1,0,0,0,0,0,0,0,0,0
428,-0.41346963200000003,-0.358731332,-0.29995078199999997,-0.273729453,-0.187578405,-0.761313473,-0.785070348,-0.616337743,-0.669370328,-0.699053235,-0.95186185,-0.570943497,-0.6076746999999999,-0.532616646,-0.609769769,0,0,0,0,0,0,0,1,0,0
429,0.122414405,0.41639045,-0.29995078199999997,-0.483081485,-0.7240880679999999,-0.843509592,-0.765786297,-0.7305830740000001,-0.7270084590000001,-0.798451923,-0.82401905,-0.584840296,-0.615220209,-0.5648239629999999,-0.629988179,0,0,0,0,0,0,0,1,0,0
430,0.336768019,-0.361531634,-0.29995078199999997,-1.4600576330000001,-1.2248304190000001,-0.843509592,-0.912345084,-0.7934180059999999,-0.9728181370000001,-0.922700283,-0.941306022,-0.577891896,-0.639188299,-0.575559735,-0.667314475,0,0,0,0,0,1,0,0,0,0
431,0.336768019,-0.055163017,-0.29995078199999997,0.842814715,0.14624983,0.55382444,1.120193883,0.5718136970000001,1.0038307229999999,-0.185493348,-0.329068025,-0.10540071300000001,0.142437746,-0.11034293199999999,-0.057457232999999996,0,1,0,0,0,0,0,0,0,0
432,0.872652056,-0.36139709299999995,-0.29995078199999997,-1.2855976059999998,-0.306802774,-0.8161108859999999,-0.84677931,-0.759144406,-0.933827637,-0.801212998,-0.560123361,-0.584840296,-0.611225528,-0.56196109,-0.648262511,0,1,0,0,0,0,0,0,0,0
433,0.872652056,-0.36082859,-0.29995078199999997,0.9823827359999999,0.44431075299999995,1.540177874,1.586867915,0.291912637,1.134364139,0.974158011,1.094795824,0.47479066799999997,0.9227322309999999,0.206004495,0.464138871,1,0,0,0,0,0,0,0,0,0
434,-1.592414513,-0.3604790470000001,1.198207644,0.668354689,0.253551762,1.2387921020000001,-0.17183752800000002,0.754606227,0.30369695,-0.188254422,-0.290363324,0.18295787800000002,-0.372432335,0.095783898,-0.151356196,0,0,0,1,0,0,0,0,0,0
435,0.336768019,-0.34554762,-0.29995078199999997,0.9125987259999999,-0.032586725,0.444229614,0.560956406,-0.33643668200000004,0.26131597100000004,0.609696155,0.230390835,0.061360882,0.32663695600000003,-0.35368710600000003,0.083682823,0,0,0,0,0,1,0,0,0,0
436,-1.2708840909999999,0.152584315,-0.29995078199999997,-1.6345176590000001,-1.057916302,-0.843509592,-0.931629134,-0.719158541,-0.9541705070000001,-0.911655984,-0.872106708,-0.584840296,-0.639188299,-0.555519627,-0.66070461,0,0,0,1,0,0,0,0,0,0
437,0.336768019,1.1814282409999999,-0.29995078199999997,-1.739193675,-0.891002185,-0.8161108859999999,-0.912345084,-0.799130272,-0.977903855,-0.94478888,-0.90846567,-0.574417697,-0.639188299,-0.5762754529999999,-0.667897698,0,1,0,0,0,0,0,0,0,0
438,1.4085360930000002,0.272616106,-0.29995078199999997,0.38921864700000003,-0.151811094,-0.40513028799999995,0.028716601,-0.7248708070000001,-0.340493931,-0.43951221700000004,-0.514381442,-0.4667175,-0.39995125299999995,-0.543352418,-0.485154374,1,0,0,0,0,0,0,0,0,0
439,-0.199116017,0.025297853999999998,-0.29995078199999997,0.42411065200000003,-0.616786135,-0.70651606,-0.47652553299999995,-0.433545214,-0.681237002,-0.7736022509999999,-0.8814896659999999,-0.5605208970000001,-0.589032852,-0.530469491,-0.633876335,0,1,0,0,0,0,0,0,0,0
440,0.122414405,0.020021732,-0.29995078199999997,-1.180921591,-0.592941261,-0.788712179,-0.8814906020000001,-0.776281206,-0.923656202,-0.8702398640000001,-0.854513662,-0.577891896,-0.6307550829999999,-0.5705497079999999,-0.657594085,0,0,0,0,0,1,0,0,0,0
441,-1.806768128,1.306736156,-0.29995078199999997,-0.134161432,-0.509484202,-0.8161108859999999,-0.62308432,0.080558775,-0.621903631,-0.6465928160000001,-0.6668545060000001,-0.584840296,-0.5783803670000001,-0.375158651,-0.595189184,0,0,0,1,0,0,0,0,0,0
443,0.122414405,-0.361317951,1.198207644,-0.238837448,0.14624983,-0.542123821,-0.673222852,-0.5992009429999999,-0.66428461,-0.41742361899999997,-0.232892707,-0.529253098,-0.543315939,-0.514007974,-0.5605845970000001,0,0,0,0,0,1,0,0,0,0
445,-0.41346963200000003,-0.36096708899999996,-0.29995078199999997,-1.180921591,-0.39025983299999994,-0.8161108859999999,-0.8082112090000001,-0.427832947,-0.78634183,-0.900611686,-0.8592051409999999,-0.574417697,-0.627204254,-0.5297537729999999,-0.6459296179999999,0,0,0,1,0,0,0,0,0,0
446,1.1941824779999999,-0.22136088199999998,-0.29995078199999997,-0.552865496,1.088122348,-0.70651606,-0.364678038,-0.690597208,-0.718532263,-0.525105531,0.038040199999999996,-0.5396756979999999,-0.41592998,-0.536910955,-0.571860249,0,1,0,0,0,0,0,0,0,0
