n_height,n_search_num,n_final_win_num,n_G_sum,n_PER_sum,n_WS_sum,n_TRB_sum,n_AST_sum,n_PTS_sum,HoF,n_salary
0.718309859,0.008713259,0.285714286,0.284236153,0.486467731,0.152173913,0.28228211,0.100594711,0.161903769,1,0
0.746478873,0.000204001,0.428571428,0.43761412,0.40388619,0.073550725,0.123165138,0.02783753,0.085992654,0,895000
0.605633803,0.00147321,0,0.334144857,0.352532963,0.062318841,0.119954129,0.030178413,0.08526324,0,0
0.281690141,0.00142121,0,0.026171637,0.179389313,0.00942029,0.001433486,0.005504239,0.002735301,0,0
0.535211268,0.020953342,0,0.497261108,0.523247745,0.200362319,0.200802752,0.105466279,0.314663818,0,0
0.323943662,0.00149321,0,0.340231284,0.369014573,0.078985507,0.049369266,0.127862837,0.120900305,0,0
0.605633803,0.002509217,0,0.440048691,0.487335184,0.129347826,0.271100917,0.126850563,0.213822388,0,2630728.571
0.718309859,8.04E-05,0,0.477175898,0.430083275,0.121014493,0.248795872,0.081741111,0.167348321,0,0
0.507042253,0.001225208,0,0.035301278,0.175052047,0.007608696,0.003440367,0.004491965,0.004949592,0,0
0.464788732,0.034353434,0,0.038344492,0.174531575,0.010869565,0.00309633,0.001644945,0.004115977,0,387713
0.577464789,0.021753348,0.285714286,0.181984175,0.253469813,0.044565217,0.092603211,0.032519296,0.066845547,0,400000
0.352112676,0.000553204,0,0.588557517,0.494274809,0.127536232,0.122649083,0.240857902,0.199911428,0,1422736.842
0.507042253,0.009193263,0,0.573341448,0.471027064,0.138043478,0.222993119,0.116031887,0.306744471,0,0
0.647887324,0.000201201,0,0.250760803,0.381158917,0.091666667,0.147018349,0.02783753,0.118165004,0,2306000
0.746478873,0.000665205,0,0.323189288,0.330673144,0.078985507,0.172362385,0.029545742,0.133352437,0,1910333.333
0.464788732,0.042793491,0,0.468654899,0.4203678,0.101811594,0.143692661,0.094014931,0.209550108,0,1361363.636
0.507042253,0.003377223,0,0.101643335,0.222241499,0.01884058,0.027637615,0.007149184,0.015968948,0,0
0.464788732,0.001073207,0,0.063298844,0.210097155,0.010144927,0.009288991,0.006200177,0.014952979,0,988333.3333
0.605633803,0.001697212,0,0.606208156,0.542158223,0.206884058,0.275286697,0.099202834,0.139265897,0,3016460.176
0.535211268,0.001577211,0,0.093122337,0.226752255,0.019565217,0.020699541,0.014994306,0.034074035,0,0
0.535211268,0.000517203,0.285714286,0.510042605,0.51370576,0.300362319,0.327694954,0.180058206,0.404564045,0,0
0.647887324,0.012513285,0,0.085209982,0.229354615,0.021014493,0.028784404,0.012906491,0.025529476,0,0
0.535211268,0.011873281,0.142857143,0.311625076,0.35721721,0.120652174,0.12918578,0.093698596,0.118972569,0,0
0.535211268,0.009193263,0,0.39074863,0.331020125,0.06884058,0.077924312,0.064279388,0.107458254,0,587500
0.718309859,0.001381209,0,0.621424224,0.747571131,0.461231884,0.587729358,0.20188536,0.532940839,1,0
0.746478873,0.077193725,0,0.032258064,0.181991673,0.010869565,0.006823395,0.001138808,0.002943705,0,250000
0.647887324,0.000961207,0.285714286,0.608034084,0.814191534,0.388768116,0.548222477,0.148930786,0.580925834,1,0
0.535211268,0.001861213,0,0.107729763,0.220506593,0.017391304,0.026834862,0.00657978,0.019251309,0,218333.3333
0.676056338,0.14119416,0,0.000608643,0.207668286,0.010144927,0.000286697,6.33E-05,0.000104202,0,0
0.507042253,0.001205208,0,0.447961047,0.460270645,0.128623188,0.147133028,0.171264077,0.162815536,0,3894104.167
0.676056338,0.001289209,0,0.2008521,0.239243581,0.01557971,0.047247706,0.007212451,0.02625889,0,335000
0.535211268,0.000881206,0,0.325623859,0.299791811,0.039855072,0.128211009,0.116095154,0.141297835,0,0
0.647887324,6.80E-06,0,0.04686549,0.199514226,0.010869565,0.006135321,0.000695938,0.006304218,0,0
0.323943662,0.00295722,0,0.200243457,0.268563498,0.003623188,0.020011468,0.066873339,0.033396723,0,2860571.429
0.352112676,0.041993486,0,0.502738892,0.531575295,0.135144927,0.144954129,0.131848665,0.205720687,0,3430669.143
0.507042253,0.000126001,0,0.283627511,0.377168633,0.107971014,0.084231651,0.078830824,0.134238154,0,1784111.111
0.746478873,5.76E-05,0,0.01339014,0.183379597,0.010507246,0.00212156,0.00044287,0.001302524,0,398762
0.507042253,0.000409203,0,0.447352404,0.544760583,0.130072464,0.190825688,0.093951664,0.226508974,0,4146642.786
0.647887324,0.000220401,0,0.257455873,0.319569743,0.047826087,0.061811927,0.024294572,0.07562456,0,1960208
0.718309859,0.000146001,0,0.015216068,0.209229702,0.011594203,0.002236239,0.001265342,0.003360513,0,531485.5
0.676056338,0.00148521,0,0.043213634,0.206627342,0.013043478,0.011811927,0.00328989,0.01018574,0,0
0.746478873,0.001601211,0,0.332927571,0.423837613,0.245652174,0.299713303,0.128305707,0.270638497,0,2507250
0.422535211,0.0587936,0,0.61168594,0.591256072,0.207608696,0.101605505,0.304378084,0.20910725,0,600000
0.422535211,0.108393937,0.142857143,0.064516129,0.194829979,0.010507246,0.00412844,0.005124636,0.00911767,0,0
0.718309859,0.000113201,0,0.527693244,0.490804996,0.08442029,0.148337156,0.062760977,0.137676818,0,717555.5556
0.746478873,0.020913342,0,0.277541083,0.306384455,0.046014493,0.066112385,0.029609009,0.072237997,0,650000
0.718309859,0.033273426,0,0.009129641,0.140874393,0.00942029,0.00309633,6.33E-05,0.001406726,0,0
0.253521127,0.002265215,0,0,0.162213741,0.009782609,0,6.33E-05,0,0,0
0.507042253,0.010833274,0,0.065124772,0.187196391,0.007608696,0.003612385,0.001518411,0.006226066,0,930723.3333
0.577464789,0.022793355,0,0.04017042,0.207321305,0.012681159,0.010722477,0.001391877,0.005731107,0,493488.5
0.535211268,0.079193738,0.142857143,0.010346926,0.193615545,0.007971014,0.00103211,0.000189801,0.00106807,0,287500
0.647887324,1.22E-05,0,0.004260499,0.173664122,0.009782609,0.000630734,0,0.000208404,0,0
0.535211268,0.000781205,0.142857143,0.589774802,0.580846634,0.275724638,0.169208716,0.192648361,0.23755438,0,3347943.75
0.352112676,0.01027327,0,0.253804017,0.343684941,0.053623188,0.039220184,0.078198153,0.064631255,0,1786666.667
0.676056338,0.012193283,0,0.009129641,0.176439972,0.009782609,0.000516055,0.000189801,0.000494959,0,247500
0.718309859,0.000163601,0,0.041996348,0.179562804,0.011231884,0.009461009,0.001075541,0.003985724,0,220000
0.746478873,1.74E-05,0,0.006086427,0.184767523,0.010144927,0.001433486,0.000569404,0.000885717,0,0
0.253521127,0.000263202,0,0.509433962,0.564712006,0.139855072,0.118405963,0.3160825,0.154635684,0,3473996.824
0.422535211,0.038953465,0,0.040779063,0.180256766,0.009782609,0.00315367,0.001391877,0.003412614,0,150000
0.605633803,0.028593394,0,0.115033475,0.291464261,0.02173913,0.018348624,0.009300266,0.019016855,0,633425
0.647887324,0.03379343,0,0.459525259,0.457494795,0.207608696,0.322362385,0.058395546,0.206658504,0,7158084.769
0.535211268,0.03383343,0,0.057212416,0.203678001,0.013043478,0.015080275,0.005124636,0.014848777,0,200000
0.647887324,0.062793627,0,0.009129641,0.160652325,0.00942029,0.000458716,0,0.000312606,0,0
0.464788732,0.020793341,0,0.071211199,0.210617627,0.007971014,0.007052752,0.007212451,0.010133639,0,353666.6667
0.605633803,1.06E-05,0,0.10712112,0.233344899,0.013043478,0.015768349,0.005567506,0.015343736,0,427500
0.647887324,0.000909206,0,0.049300061,0.229354615,0.01884058,0.01565367,0.002973554,0.011905072,0,0
0.535211268,0.010913274,0.428571428,0.647595861,0.479701596,0.099275362,0.206536697,0.280210047,0.193138302,0,2019648.158
0.394366197,0.055593578,0,0.200243457,0.309680777,0.099637681,0.045699541,0.09338226,0.105869174,0,0
0.464788732,0.002749219,0,0.39500913,0.397814018,0.15,0.096788991,0.169176262,0.274493969,0,0
0.676056338,5.32E-05,0,0.015216068,0.169500347,0.006884058,0.00315367,0.001012274,0.001406726,0,45058.5
0.507042253,0.000296402,0,0.144248326,0.271686329,0.026811594,0.01978211,0.017714792,0.03378748,0,0
0.464788732,0.027833389,0,0.16068168,0.30204719,0.022101449,0.015424312,0.030874352,0.032927814,0,683987.5
0.577464789,0.00290522,0.428571428,0.572732806,0.416204025,0.169927536,0.144724771,0.071048969,0.142912965,0,2097025
0.422535211,0.021313345,0,0.004260499,0.174184594,0.009057971,0.000802752,0.001075541,0.000364707,0,0
0.605633803,0.044393502,0,0.031649422,0.190666204,0.015942029,0.010321101,0.002973554,0.006799177,0,0
0.676056338,2.00E-06,0,0.017650639,0.166551006,0.006884058,0.002637615,0.001012274,0.001458827,0,0
0.816901408,4.08E-05,0,0.064516129,0.247397641,0.006884058,0.006708716,0.001202075,0.004793289,0,599630.8
0.507042253,0.000219201,0,0.124163116,0.259021513,0.019202898,0.016456422,0.034923447,0.023549639,0,0
0.746478873,0.001993214,0,0.239805234,0.301179736,0.056884058,0.157396789,0.039415412,0.128819652,0,5180557.667
0.507042253,0.000217601,0,0.356055995,0.377515614,0.116666667,0.113704128,0.07452866,0.154896189,0,3018100
0.394366197,0.027833389,0,0.14729154,0.253990284,0.018115942,0.016915138,0.033151968,0.028160575,0,1174193.333
0.577464789,0.000865206,0,0.51125989,0.443095073,0.181884058,0.167087156,0.068644818,0.173574387,0,1985115.462
0.507042253,0.002037214,0,0.023128424,0.183553088,0.010144927,0.003899083,0.002151082,0.003334462,0,260000
0.422535211,0.001565211,0,0.009129641,0.167938931,0.009057971,0.000917431,0.000759205,0.000442858,0,0
0.577464789,0.014353298,0,0.306755934,0.309333796,0.084782609,0.100917431,0.054156649,0.120275093,0,666666.6667
0.605633803,0.018473326,0,0.794887401,0.607390701,0.444927536,0.746387615,0.104137669,0.437231354,0,2421750
0.507042253,0.001765212,0,0.224589166,0.263532269,0.039855072,0.031536697,0.043464507,0.082241384,0,0
0.422535211,0.001549211,0,0.001825928,0.162907703,0.00942029,0.000114679,6.33E-05,0.000130252,0,0
0.323943662,0.002209215,0.142857143,0.116250761,0.260409438,0.026811594,0.015711009,0.038846008,0.040274051,0,0
0.352112676,4.76E-05,0,0.034083993,0.212699514,0.010869565,0.003669725,0.007149184,0.004871441,0,0
0.507042253,0.016833314,0,0.129640901,0.242366412,0.023913043,0.037155963,0.007212451,0.021752156,0,650000
0.507042253,0.00292522,0,0.052343274,0.238202637,0.017391304,0.007052752,0.004618499,0.011748769,0,375000
0.422535211,0.017993322,0.428571428,0.652465003,0.537820958,0.282608696,0.171272936,0.172655954,0.393284185,0,1056785.714
0.676056338,3.68E-05,0,0.085818624,0.22536433,0.015942029,0.01559633,0.001834746,0.011045406,0,1102800
0.577464789,0.000185601,0,0.501521607,0.386537127,0.094202899,0.149655963,0.088447425,0.203871102,0,2310000
0.718309859,0.002697218,0,0.649421789,0.404753643,0.170289855,0.439392202,0.085220802,0.171646651,0,0
0.718309859,0.003281222,0,0.291539866,0.54684247,0.050724638,0.078784404,0.01271669,0.042279938,0,3011072.722
0.577464789,0.002697218,0,0.10042605,0.222935461,0.019202898,0.025,0.015310642,0.022273165,0,0
0.211267606,0.009593265,0,0.609251369,0.562803609,0.314492754,0.120584862,0.278501835,0.46758017,1,0
0.535211268,0.000905206,0,0.426049909,0.578764747,0.243115942,0.277465596,0.094457801,0.312475578,0,0
0.507042253,0.000485203,0,0.34388314,0.387578071,0.139492754,0.154587156,0.10654182,0.23323,0,0
