n_height,n_search_num,n_final_win_num,n_G_sum,n_PER_sum,n_WS_sum,n_TRB_sum,n_AST_sum,n_PTS_sum,HoF,n_salary
-1.056530476,-0.338556757,-0.299950782,1.380035986,1.289492198,1.353763238,1.280478167,2.423299352,1.566042233,0,1182428.571
0.122414405,-0.297732758,-0.299950782,0.769838486,0.043904548,0.228122476,0.240529374,0.029222109,-0.069316108,0,0
-0.735000054,-0.299645353,-0.299950782,-0.950311029,-0.859205141,-0.577891896,-0.641851421,-0.573412581,-0.667508883,0,0
-0.199116017,-0.150133225,-0.299950782,0.457837049,0.321874674,0.221174076,-0.101681689,0.840130784,0.202271576,0,2653209
1.194182478,-0.3612243,-0.299950782,-0.646592816,-0.624631196,-0.560520897,-0.549086035,-0.551225318,-0.629988179,0,443548.2
0.658298441,-0.360439476,-0.299950782,-0.850912342,-0.679756073,-0.546624097,-0.613888649,-0.565539681,-0.646318433,0,336250
-2.342652164,-0.304393863,-0.299950782,-0.61898207,0.013409935,-0.557046697,-0.583262756,-0.393767323,-0.587218465,0,475095.5
0.658298441,1.715635665,-0.299950782,-0.754274728,-0.716115035,-0.563995097,-0.564620908,-0.569118272,-0.631349033,0,353672
-1.056530476,-0.35997122,-0.299950782,-0.676964638,-0.832229138,-0.536201498,-0.60146075,-0.453887648,-0.593439514,0,0
0.658298441,0.104439695,-0.299950782,-0.906133835,-0.60586528,-0.574417697,-0.631198936,-0.568402554,-0.660315794,0,0
-0.735000054,-0.288631446,-0.299950782,-0.812257296,-0.808771743,-0.567469297,-0.613444795,-0.537626673,-0.632321072,0,543109
-0.199116017,-0.093414906,-0.299950782,-0.69629216,-0.26573306,-0.4771401,-0.506919951,-0.511145101,-0.535117177,0,250000
-2.12829855,0.076080535,-0.299950782,-0.461600814,-0.47802248,-0.522304698,-0.523342531,-0.177620439,-0.51548199,0,120000
-1.056530476,-0.351351355,-0.299950782,-0.53614983,-1.07853178,-0.643901694,-0.574385686,-0.474643475,-0.599854971,0,0
1.730066515,-0.361297506,-0.299950782,-0.925461357,-1.025752643,-0.581366096,-0.640076006,-0.576275453,-0.666342436,0,161061
0.872652056,-0.360657116,-0.299950782,-0.900611686,-0.818154701,-0.584840296,-0.61655177,-0.568402554,-0.657982901,0,175000
0.872652056,-0.358573048,-0.299950782,0.789166008,0.685464289,0.207277277,0.573863366,-0.312175453,-0.050264145,0,1732375
0.122414405,-0.33565489,1.198207644,-0.889567387,-0.764202693,-0.570943497,-0.638300592,-0.569118272,-0.661287833,0,350000
1.194182478,-0.211468152,-0.299950782,1.269593,0.849666051,0.499110067,1.116696219,-0.227004992,0.353520838,0,1638833.333
-1.056530476,-0.309999743,1.198207644,0.330827614,0.313664586,0.360142071,-0.195778635,0.829395011,0.78024594,0,0
0.658298441,-0.359681034,-0.299950782,-0.958594253,-0.987047942,-0.574417697,-0.643626835,-0.576991172,-0.669647368,0,0
-0.199116017,-0.346998554,-0.299950782,-0.795690848,-0.836920616,-0.553572497,-0.611225528,-0.55408819,-0.638736529,0,215000
0.122414405,-0.327015239,-0.299950782,1.192282909,1.757467219,1.649070227,0.880122294,2.071881736,1.543296522,0,9216821.375
0.658298441,-0.361214407,-0.299950782,-0.610698846,-0.407650296,-0.525778898,-0.5446475,-0.532616646,-0.591689844,0,682053.3333
0.658298441,-0.345943329,-0.299950782,0.214862478,-0.268078799,-0.546624097,0.209459628,-0.331499843,-0.213372282,0,672857.1429
0.336768019,-0.340865061,-0.299950782,-0.083333585,-0.181286439,-0.206152509,0.122464338,-0.260643745,-0.242144635,0,903200
-0.199116017,-0.312242095,-0.299950782,0.311500092,0.089646468,-0.150565311,-0.190452392,0.024212082,-0.097116423,0,767500
0.658298441,0.818694806,-0.299950782,-0.572043801,-0.412341775,-0.532727298,-0.428801732,-0.549793881,-0.576331628,0,504166.6667
0.122414405,-0.307031924,-0.299950782,-0.555477353,-0.56364197,-0.550098297,-0.519347849,-0.48036922,-0.530062574,0,80000
-1.592414513,-0.360320764,-0.299950782,0.101658417,0.715958902,-0.244368708,-0.415042273,0.173797177,-0.228730497,0,174960.5455
-1.056530476,-0.356871498,-0.299950782,-0.928222432,-0.792351567,-0.567469297,-0.636081325,-0.570549708,-0.659538163,0,0
-0.413469632,3.311662782,-0.299950782,1.904640172,1.573326672,0.346245272,0.106929465,1.489287154,0.391430357,0,1742280.7
-0.199116017,2.394936463,-0.299950782,-0.237953766,-0.117951474,-0.518830498,-0.490053517,-0.427406076,-0.476600431,0,0
0.122414405,1.51118591,-0.299950782,1.473912525,1.119426088,2.500249198,2.587182925,1.543681734,1.207554266,0,2892947.182
0.658298441,2.137725481,-0.299950782,-0.450556515,-0.081592512,-0.445872301,-0.426138611,-0.529753773,-0.570110579,0,167136.8
-0.735000054,-0.346470942,-0.299950782,1.426974256,1.322332551,0.589439264,0.359038263,0.921006936,0.98009715,0,1875087.467
0.872652056,-0.361398412,-0.299950782,-0.939266731,-0.879143927,-0.577891896,-0.640076006,-0.575559735,-0.666342436,0,140000
-0.413469632,-0.126390673,-0.299950782,-0.70181431,-0.35017968,-0.550098297,-0.612113235,-0.537626673,-0.594994776,0,611723.2
-0.413469632,1.590327751,-0.299950782,-0.373246425,-0.452219346,-0.4597691,-0.27212144,-0.387325859,-0.34731925,0,0
-0.735000054,2.256438242,-0.299950782,-0.90337276,-0.856859402,-0.567469297,-0.628535815,-0.546215291,-0.641652646,0,0
0.336768019,-0.193001722,-0.299950782,-0.790168699,-0.879143927,-0.553572497,-0.568171736,-0.528322337,-0.622406275,0,150000
0.658298441,-0.342052189,-0.299950782,1.976428114,1.868889843,1.006343249,1.001294304,0.28544921,1.29873152,0,1255060
0.122414405,-0.360841781,-0.299950782,-0.930983507,-1.015196815,-0.588314496,-0.640076006,-0.572696863,-0.666342436,0,0
-0.735000054,-0.335984648,1.198207644,1.716887095,1.549869278,0.780520257,2.723445955,1.881500705,2.658614021,0,9181252.857
-1.270884091,0.858265726,-0.299950782,-0.958594253,-1.006986727,-0.574417697,-0.643182981,-0.576991172,-0.669258553,0,139968
-1.592414513,-0.351483258,-0.299950782,-0.73770828,-0.77710426,-0.570943497,-0.621878012,-0.502556483,-0.633487519,0,513512.5
0.658298441,0.713172352,-0.299950782,1.874268351,1.551042147,1.642121828,2.744750924,0.263977666,1.267626273,0,8320000
1.194182478,0.686791738,-0.299950782,-0.29317526,0.257366839,-0.574417697,-0.362667557,-0.524743746,-0.52248067,0,381971.1
1.194182478,-0.17783287,-0.299950782,-0.538910905,-0.089802601,-0.515356299,-0.548198328,-0.539773827,-0.604520758,0,422666.6667
0.872652056,-0.360630736,-0.299950782,-0.884045238,-0.854513662,-0.570943497,-0.616107916,-0.56983399,-0.648651327,0,332817
0.658298441,-0.358948972,-0.299950782,2.020605308,2.220750761,1.763718823,2.728772197,0.34771669,2.287878363,0,1868507.692
-0.735000054,-0.345679523,-0.299950782,0.648351201,0.233909444,-0.164462111,-0.142960066,1.278150297,0.056271325,0,0
-0.735000054,1.728825972,-0.299950782,-0.881284163,-0.936614543,-0.588314496,-0.62542884,-0.559098218,-0.651373036,0,0
0.658298441,16.1260458,-0.299950782,-0.61898207,-0.698521989,-0.553572497,-0.475406351,-0.538342391,-0.590912213,0,164797
1.944420129,-0.328268318,-0.299950782,1.744497842,1.916977502,3.191614975,3.516168339,0.709870079,2.410549679,1,0
0.658298441,-0.34726236,-0.299950782,-0.939266731,-0.90963854,-0.577891896,-0.638300592,-0.574844017,-0.666536844,0,0
-0.735000054,-0.360353739,-0.299950782,-0.908894909,-0.889699754,-0.574417697,-0.639188299,-0.573412581,-0.661093425,0,2500000
2.265950551,-0.348713294,-0.299950782,0.336349764,0.737070557,1.061930447,0.881453854,0.112961134,0.42467409,1,0
0.336768019,-0.35910066,-0.299950782,-0.726663982,-0.745436778,-0.508407899,-0.486058836,-0.551225318,-0.595966815,0,236250
-0.413469632,-0.359872293,-0.299950782,-0.930983507,-0.889699754,-0.577891896,-0.638744446,-0.565539681,-0.660899018,0,150000
0.658298441,-0.359694224,-0.299950782,-0.445034366,-0.702040598,-0.4736659,-0.387967208,-0.471780602,-0.510427387,0,0
-0.735000054,-0.334138005,-0.299950782,1.051468101,0.771083779,0.561645665,0.266716731,0.808639185,1.406822252,0,0
0.658298441,-0.359192992,-0.299950782,0.89684792,1.174550965,0.387935671,0.547232155,-0.121794422,0.20810381,0,3334379.882
-2.342652164,-0.011635005,1.198207644,2.514837673,2.52569689,1.596957229,0.233871571,4.166788788,1.285706198,0,2610376.471
-0.199116017,-0.361448535,-0.299950782,-0.795690848,-0.663335897,-0.563995097,-0.6076747,-0.56196109,-0.641847054,0,479279.3333
0.122414405,-0.327147142,4.194524495,1.371752762,1.3669016,1.093198246,-0.006253182,1.348290677,0.824570917,0,1698823.529
0.336768019,-0.318507491,-0.299950782,-0.809496222,-0.887354015,-0.598737096,-0.616107916,-0.452456212,-0.631737849,0,715000
-0.413469632,-0.354253222,-0.299950782,-0.955833179,-0.808771743,-0.574417697,-0.642739128,-0.576991172,-0.669258553,0,0
1.194182478,-0.358645595,-0.299950782,-0.958594253,-1.341254599,-0.574417697,-0.643626835,-0.576991172,-0.669647368,0,0
-0.735000054,-0.361405007,-0.299950782,-0.65487604,-0.623458326,-0.574417697,-0.618771038,-0.49969361,-0.638153306,0,135000
0.658298441,-0.133645342,-0.299950782,-0.141316153,0.007545587,-0.334697905,-0.076382038,-0.441004721,-0.263918308,0,0
0.658298441,1.497995604,-0.299950782,-0.850912342,-0.283326105,-0.567469297,-0.620102598,-0.573412581,-0.659149348,0,178961.75
1.408536093,-0.361662218,-0.299950782,-0.895089536,-0.928404455,-0.574417697,-0.633418204,-0.575559735,-0.664787174,0,0
0.872652056,-0.361554057,-0.299950782,-0.856434491,-0.665681636,-0.543149898,-0.590364412,-0.563392526,-0.637958898,0,366931
0.336768019,0.310867996,-0.299950782,-0.475406187,-0.577716407,-0.4875627,-0.391518036,-0.408081686,-0.463380702,0,0
0.658298441,-0.361204514,-0.299950782,1.181238611,0.688982898,0.523429466,1.057219848,0.072165199,0.31463928,0,0
1.408536093,-0.335588938,-0.299950782,1.852179754,2.196120497,0.773571857,2.700365572,0.335549481,1.520939626,0,2849856.077
0.122414405,-0.035377557,-0.299950782,1.451823928,2.044820302,2.038180614,1.602271968,1.472109918,3.151437772,1,0
-0.199116017,-0.219382336,-0.299950782,-0.522344457,-0.378328553,-0.501459499,-0.482508007,-0.473212038,-0.545809605,0,805405
-0.199116017,-0.180470931,-0.299950782,-0.398096097,-0.459256564,-0.4597691,-0.487390396,-0.386610141,-0.460075769,0,0
0.658298441,-0.324443129,-0.299950782,-0.897850611,-0.882662536,-0.577891896,-0.628535815,-0.568402554,-0.65895494,0,0
1.730066515,-0.304064105,4.194524495,1.697559573,1.388013255,1.954799817,2.066542748,0.41785707,1.801858884,0,1840400
0.658298441,-0.350625888,-0.299950782,-0.422945769,-0.318512197,-0.511882099,-0.476294058,-0.521880873,-0.566028015,0,586408.4167
0.336768019,0.111694364,-0.299950782,-0.953072104,-0.99173942,-0.584840296,-0.637412885,-0.574128299,-0.668480922,0,0
0.872652056,-0.312901611,-0.299950782,-0.133032929,-0.418206124,-0.195729909,-0.067504968,-0.295713935,-0.351207406,0,0
0.122414405,-0.360551594,-0.299950782,1.10392852,0.286688582,0.283709674,0.269823706,0.8959568,0.382876414,0,0
0.122414405,2.203677015,-0.299950782,-0.859195566,-0.82401905,-0.553572497,-0.622765719,-0.562676808,-0.644568763,0,0
1.194182478,-0.344756202,2.696366069,2.208358385,1.983831077,3.257624772,4.246307376,1.057709104,2.15082087,0,1374500
0.122414405,1.742016279,-0.299950782,-0.729425056,-0.712596425,-0.563995097,-0.583262756,-0.535479518,-0.592467475,0,0
0.122414405,-0.324640984,-0.299950782,-0.942027805,-0.9072928,-0.574417697,-0.639632153,-0.576275453,-0.666342436,0,0
0.122414405,-0.361000064,-0.299950782,0.714616992,0.453236083,0.314977473,1.017273031,-0.09173426,0.602557219,0,0
1.194182478,-0.218063305,2.696366069,0.330827614,1.190971141,0.790942857,1.541464036,0.561000702,0.538597055,1,0
1.408536093,-0.358362003,4.194524495,1.026618429,0.632685151,0.037041483,0.309770523,-0.262075181,-0.027907249,0,895000
0.336768019,-0.337435581,-0.299950782,0.557235737,0.285515712,-0.070658714,0.284914726,-0.23559361,-0.033350667,0,0
-2.12829855,-0.338292951,-0.299950782,-0.839868043,-0.885008275,-0.577891896,-0.632530497,-0.514723692,-0.64923455,0,0
-0.199116017,-0.016251612,-0.299950782,1.297203746,1.439619523,1.253011441,0.910748186,0.616111,1.678604344,0,0
-1.806768128,-0.337105824,-0.299950782,0.584846483,0.396938336,0.089154481,-0.261468955,0.869475228,0.232599192,0,0
0.336768019,-0.320354134,-0.299950782,1.037662728,1.19683549,0.572068264,1.4549126,0.858023738,0.926051784,0,2630728.571
1.194182478,-0.360399905,-0.299950782,1.206088283,0.80978848,0.492161667,1.282253581,0.34771669,0.579228284,0,0
-0.413469632,-0.341524576,-0.299950782,-0.798451923,-0.914330018,-0.595262896,-0.616995623,-0.526175182,-0.632709888,0,0
-0.735000054,0.204686026,-0.299950782,-0.78464655,-0.917848628,-0.563995097,-0.619658745,-0.558382499,-0.638930937,0,387713
0.122414405,-0.003061305,2.696366069,-0.133032929,-0.384192902,-0.240894508,0.073196597,-0.209112038,-0.170796976,0,400000
-1.592414513,-0.352604434,-0.299950782,1.711364946,1.243750279,0.554697265,0.305775841,2.147747861,0.822238023,0,1422736.842
-0.413469632,-0.210149121,-0.299950782,1.642338079,1.086585735,0.655449061,1.082519498,0.735635932,1.619504376,0,0
0.658298441,-0.358408169,-0.299950782,0.178968508,0.479039217,0.210751477,0.494413586,-0.262075181,0.212186374,0,2306000
1.408536093,-0.350757791,-0.299950782,0.507536393,0.137734126,0.089154481,0.690596841,-0.242750791,0.325526116,0,1910333.333
-0.735000054,0.343843763,-0.299950782,1.167433237,0.744107775,0.308029073,0.468670082,0.486566013,0.894168906,0,1361363.636
-0.413469632,-0.306042651,-0.299950782,-0.497494785,-0.595309453,-0.4875627,-0.429689439,-0.49611502,-0.550475392,0,0
-0.735000054,-0.344030735,-0.299950782,-0.671442488,-0.677410334,-0.570943497,-0.571722565,-0.506850792,-0.558057296,0,988333.3333
0.336768019,-0.333742295,-0.299950782,1.791436111,1.567462323,1.315547039,1.487313907,0.545254902,0.369656685,0,3016460.176
-0.199116017,-0.335720842,-0.299950782,-0.53614983,-0.56481484,-0.4806143,-0.483395714,-0.407365968,-0.415361977,0,0
-0.199116017,-0.353197998,2.696366069,1.355186314,1.375111688,2.211890608,1.892996022,1.45994271,2.349505633,0,0
0.658298441,-0.155409348,-0.299950782,-0.572043801,-0.547221794,-0.4667175,-0.420812368,-0.430984667,-0.479127733,0,0
-0.199116017,-0.165961594,1.198207644,0.455075974,0.317183195,0.488687467,0.356375142,0.482987422,0.218213015,0,0
-0.199116017,-0.210149121,-0.299950782,0.81401568,0.140079866,-0.008123116,-0.040429903,0.150178478,0.132284771,0,587500
1.194182478,-0.338952467,-0.299950782,1.860462978,2.95614008,3.754435355,3.905871728,1.706865474,3.307547229,1,0
1.408536093,0.911026953,-0.299950782,-0.812257296,-0.867415229,-0.563995097,-0.590808266,-0.564108245,-0.647679288,0,250000
0.658298441,-0.345877378,2.696366069,1.799719335,3.406522055,3.059595379,3.600056654,1.107809375,3.665646381,1,0
-0.199116017,-0.331038283,-0.299950782,-0.469884038,-0.60703815,-0.501459499,-0.435903388,-0.502556483,-0.52598001,0,218333.3333
0.872652056,1.966251493,-0.299950782,-0.955833179,-0.69383051,-0.570943497,-0.641407567,-0.576275453,-0.668869737,0,0
-0.413469632,-0.341854334,-0.299950782,1.073556699,1.013867812,0.565119864,0.495301293,1.360457885,0.545401328,0,3894104.167
0.872652056,-0.340469352,-0.299950782,-0.047439615,-0.48036822,-0.518830498,-0.277891536,-0.495399301,-0.473684315,0,335000
-0.199116017,-0.347196408,-0.299950782,0.518580691,-0.071036685,-0.286059106,0.348829632,0.736351651,0.384820492,0,0
0.658298441,-0.361613414,-0.299950782,-0.745991504,-0.748955387,-0.563995097,-0.596134508,-0.569118272,-0.622600683,0,0
-1.806768128,-0.312967562,-0.299950782,-0.050200689,-0.282153236,-0.633479095,-0.488721957,0.179522923,-0.42041658,0,2860571.429
-1.592414513,0.330653456,-0.299950782,1.322053418,1.49591727,0.627655462,0.47843486,0.914565472,0.865590961,0,3430669.143
-0.413469632,-0.359648058,-0.299950782,0.32806654,0.452063213,0.367090471,0.008393984,0.314793655,0.332135981,0,1784111.111
1.408536093,-0.360775829,-0.299950782,-0.897850611,-0.858032272,-0.567469297,-0.627204254,-0.571981144,-0.659926979,0,398762
-0.413469632,-0.354978689,-0.299950782,1.070795624,1.585055369,0.579016664,0.833517674,0.485850295,1.020728378,0,4146642.786
0.658298441,-0.358091602,-0.299950782,0.209340329,0.062670464,-0.209626709,-0.165152742,-0.302155398,-0.10528155,0,1960208
1.194182478,-0.3593183,-0.299950782,-0.889567387,-0.683274682,-0.557046697,-0.626316547,-0.562676808,-0.644568763,0,531485.5
0.872652056,-0.337237727,-0.299950782,-0.762557952,-0.700867728,-0.543149898,-0.55219301,-0.539773827,-0.593633922,0,0
1.408536093,-0.335325132,-0.299950782,0.551713587,0.76756517,1.687286426,1.676395506,0.874485255,1.350055177,0,2507250
-1.056530476,0.607649898,-0.299950782,1.816285783,1.899384456,1.322495439,0.1428816,2.866328892,0.890863973,0,600000
-1.056530476,1.425448916,1.198207644,-0.665920339,-0.78062287,-0.567469297,-0.611669381,-0.519018001,-0.601604641,0,0
1.194182478,-0.359859103,-0.299950782,1.43525748,1.220292884,0.141267479,0.504622217,0.133001242,0.357797809,0,717555.5556
1.408536093,-0.016911127,-0.299950782,0.300455793,-0.026467635,-0.226997708,-0.131863728,-0.242035073,-0.130554563,0,650000
1.194182478,0.186879112,-0.299950782,-0.917178133,-1.145385355,-0.577891896,-0.619658745,-0.576275453,-0.659149348,0,0
-2.342652164,-0.324377178,-0.299950782,-0.958594253,-1.001122378,-0.574417697,-0.643626835,-0.576275453,-0.669647368,0,0
-0.413469632,-0.183108992,-0.299950782,-0.663159264,-0.832229138,-0.595262896,-0.615664063,-0.559813936,-0.623183906,0,930723.3333
0.122414405,0.014086094,-0.299950782,-0.776363326,-0.696176249,-0.546624097,-0.560626227,-0.561245372,-0.626877654,0,493488.5
-0.199116017,0.94400272,1.198207644,-0.911655984,-0.788832958,-0.591788696,-0.635637471,-0.574844017,-0.661676649,0,287500
0.658298441,-0.36152372,-0.299950782,-0.939266731,-0.923712976,-0.574417697,-0.638744446,-0.576991172,-0.668092106,0,0
-0.199116017,-0.348845197,1.198207644,1.716887095,1.829012273,1.975645016,0.666184898,1.602370623,1.103157282,0,3347943.75
-1.592414513,-0.192342207,-0.299950782,0.192773881,0.225699356,-0.154039511,-0.340031028,0.307636473,-0.187321638,0,1786666.667
0.872652056,-0.160685471,-0.299950782,-0.917178133,-0.904947061,-0.574417697,-0.639632153,-0.574844017,-0.66595362,0,247500
1.194182478,-0.359028114,-0.299950782,-0.768080102,-0.883835406,-0.560520897,-0.570391004,-0.564823963,-0.639902976,0,220000
1.408536093,-0.361439302,-0.299950782,-0.930983507,-0.848649314,-0.570943497,-0.632530497,-0.570549708,-0.663037503,0,0
-2.342652164,-0.35738592,-0.299950782,1.35242524,1.719935388,0.672820061,0.272930681,2.998736752,0.484357282,0,3473996.824
-1.056530476,0.28053029,-0.299950782,-0.773602251,-0.879143927,-0.574417697,-0.619214891,-0.561245372,-0.644179948,0,150000
0.336768019,0.109715818,-0.299950782,-0.436751142,-0.127334432,-0.4597691,-0.501593709,-0.471780602,-0.527729681,0,633425
0.658298441,0.195452812,-0.299950782,1.126017117,0.995101897,1.322495439,1.851717645,0.083616689,0.872589641,0,7158084.769
-0.199116017,0.196112327,-0.299950782,-0.699053235,-0.720806514,-0.543149898,-0.526893359,-0.519018001,-0.558834927,0,200000
0.658298441,0.673601431,-0.299950782,-0.917178133,-1.011678206,-0.577891896,-0.640076006,-0.576991172,-0.667314475,0,0
-0.735000054,-0.018889673,-0.299950782,-0.635548518,-0.673891724,-0.591788696,-0.589032852,-0.495399301,-0.594022737,0,353666.6667
0.336768019,-0.361551419,-0.299950782,-0.472645113,-0.52024579,-0.543149898,-0.521567117,-0.514007974,-0.555141179,0,427500
