n_height,n_search_num,n_final_win_num,n_G_sum,n_PER_sum,n_WS_sum,n_TRB_sum,n_AST_sum,n_PTS_sum,HoF,ratio
0.580560915,-0.326214045,-0.297288309,-0.688906938,-0.516138908,-0.558215989,-0.58860336,-0.539561785,-0.627476423,0,0.2037207
0.580560915,-0.310876415,-0.297288309,0.092579915,-0.384871414,-0.577497332,0.138932985,-0.356633281,-0.268623672,0,0.051022267
0.274149048,-0.305776015,-0.297288309,-0.189696272,-0.303242887,-0.262568727,0.055002953,-0.29218516,-0.29591566,0,0.29904205
-0.236537395,-0.277028309,-0.297288309,0.18405831,-0.048429514,-0.211151811,-0.246888231,-0.033090696,-0.158349292,0,-0.147222222
0.580560915,0.858837265,-0.297288309,-0.65231558,-0.520551261,-0.564643104,-0.47683939,-0.555185571,-0.612908402,0,-0.005739596
0.069874471,-0.271795432,-0.297288309,-0.63663357,-0.662849638,-0.58071089,-0.564195136,-0.492039433,-0.569019936,0,1.666666667
-1.56432215,-0.325316507,-0.297288309,-0.01458049,0.540619581,-0.297917856,-0.463564742,0.102966448,-0.283191692,0,-0.15645069
-0.440811973,3.362669705,-0.297288309,1.692144978,1.34697705,0.248386869,0.040015448,1.299488122,0.305061274,0,0.40380498
0.069874471,1.554346276,-0.297288309,1.284412708,0.920081919,2.240792336,2.432877775,1.348963447,1.079194802,0,0.409359089
0.580560915,2.183616334,-0.297288309,-0.53731417,-0.20948039,-0.484304174,-0.474270103,-0.53695782,-0.607007432,0,0.307975403
-0.747223839,-0.311406327,-0.297288309,1.239980345,1.110916177,0.473335873,0.283241253,0.782601175,0.86344058,0,0.11806136
0.784835493,-0.326398852,-0.297288309,-0.999933478,-0.959580363,-0.606419347,-0.680669466,-0.578621252,-0.698288065,0,0
-0.440811973,-0.090366939,-0.297288309,-0.775157995,-0.462087587,-0.58071089,-0.653691956,-0.544118723,-0.630611313,0,0.551934698
0.274149048,-0.157268281,-0.297288309,-0.858795384,-0.959580363,-0.583924447,-0.611298725,-0.535655839,-0.656612463,0,0.25
0.580560915,-0.306968317,-0.297288309,1.760100358,1.624955274,0.858962737,0.902867557,0.204521062,1.165680897,0,0.378895927
-0.747223839,-0.300874333,1.078241829,1.514415527,1.324915286,0.650081519,2.56433961,1.656231254,2.455596101,0,0.292070785
-1.257910283,0.898580637,-0.297288309,-1.018229156,-1.079816975,-0.603205791,-0.683666967,-0.579923235,-0.701054145,0,0
-1.56432215,-0.316440487,-0.297288309,-0.809135684,-0.863611689,-0.599992234,-0.663112673,-0.512220158,-0.667123566,0,0.332839749
0.580560915,0.752854939,-0.297288309,1.663394626,1.326018374,1.447043707,2.584893903,0.184991329,1.136176045,0,0.559987943
1.091247359,0.726359357,-0.297288309,-0.388335072,0.109312097,-0.603205791,-0.413035436,-0.532400883,-0.561828129,0,0.19134448
1.091247359,-0.142033323,-0.297288309,-0.620951559,-0.217202009,-0.548575318,-0.592029075,-0.546071696,-0.639647173,0,0.176950961
0.784835493,-0.32562783,-0.297288309,-0.94766011,-0.93641551,-0.599992234,-0.657545885,-0.573413323,-0.681507181,0,0
0.580560915,-0.323938737,-0.297288309,1.801919051,1.955881732,1.559518208,2.569478183,0.261157289,2.103935159,0,0.061969885
0.580560915,16.23289837,-0.297288309,-0.696747943,-0.789704781,-0.583924447,-0.521801906,-0.544769714,-0.626738801,0,4.058597614
-0.747223839,-0.325349626,-0.297288309,-0.971183125,-0.969508156,-0.603205791,-0.679813037,-0.576668279,-0.693309121,0,-0.266666667
2.112620247,-0.313658451,-0.297288309,0.207581325,0.560475168,0.910379653,0.787249657,0.047632203,0.336594584,1,0.196541304
0.274149048,-0.324091086,-0.297288309,-0.798681011,-0.833828308,-0.542148204,-0.532079053,-0.556487554,-0.631533339,0,0.05
-0.440811973,-0.324866082,-0.297288309,-0.992092473,-0.969508156,-0.606419347,-0.679384823,-0.569507376,-0.693124716,0,0
0.580560915,-0.32418382,-0.297288309,0.738156011,0.971927064,0.286949556,0.464804179,-0.165892883,0.131167059,0,0.067043398
-2.279283171,0.02488884,1.078241829,2.269765696,2.242684663,1.405267462,0.162484779,3.734845893,1.15332574,0,0.503695152
-0.236537395,-0.326449193,-0.297288309,-0.86402272,-0.756612135,-0.593565119,-0.649409812,-0.566252421,-0.675052995,0,2.232270873
0.069874471,-0.291998313,3.829302105,1.187706976,1.152833528,0.939301668,-0.069179236,1.171242872,0.715916325,0,0.259105145
0.274149048,-0.28332101,-0.297288309,-0.877091063,-0.96730198,-0.625700691,-0.657545885,-0.46665078,-0.665463918,0,0.147689416
-0.747223839,-0.326405475,-0.297288309,-0.730725632,-0.719107136,-0.603205791,-0.660115173,-0.509616193,-0.671549294,0,0.038461539
0.580560915,1.541098486,-0.297288309,-0.916296089,-0.39921156,-0.596778676,-0.661399816,-0.576668279,-0.691465069,0,3.413683098
0.784835493,-0.326555175,-0.297288309,-0.921523426,-0.758818311,-0.574283776,-0.632709448,-0.567554403,-0.671364888,0,-0.452183108
1.295521937,-0.300476899,-0.297288309,1.642485279,1.932716881,0.643654405,2.542072459,0.25009044,1.376456176,0,0.001884226
0.069874471,0.001042817,-0.297288309,1.263503361,1.790418503,1.813389228,1.482669918,1.283864335,2.923063584,1,0.189408003
-0.236537395,-0.183763863,-0.297288309,-0.605269549,-0.488561703,-0.535721089,-0.528653337,-0.485529522,-0.583956767,0,0.325980886
1.601933803,-0.268814679,3.829302105,1.496119849,1.172689115,1.736263855,1.930582229,0.324954419,1.642921861,0,0.126984848
0.580560915,-0.315579381,-0.297288309,-0.511177486,-0.432304206,-0.545361761,-0.522658335,-0.529796918,-0.60313492,0,0.373499715
0.069874471,-0.325548343,-0.297288309,0.934181141,0.136889302,0.190542839,0.197170149,0.759816485,0.29694744,0,-0.001960785
1.091247359,-0.309684114,2.453771967,1.979648503,1.733057918,2.941347806,4.033543376,0.906940478,1.973929409,0,-0.036076336
1.295521937,-0.32334921,3.829302105,0.860998426,0.462300319,-0.037619722,0.23570945,-0.293487142,-0.092700998,0,0.593313492
0.274149048,-0.285175701,-0.297288309,0.8714531,0.99288574,0.457268087,1.340502722,0.725313957,0.812175901,0,0.074578554
-0.747223839,0.242152607,-0.297288309,-0.853568047,-0.995982273,-0.593565119,-0.660971602,-0.562997465,-0.672286915,0,0.46363681
0.069874471,0.033499904,2.453771967,-0.236742304,-0.494077145,-0.294704299,0.007471149,-0.2453138,-0.228238908,0,0
-1.56432215,-0.317566549,-0.297288309,1.50918819,1.037009268,0.441200301,0.23185552,1.89839995,0.71370346,0,0.180528576
0.580560915,-0.323395577,-0.297288309,0.058602226,0.317795766,0.123058138,0.413846659,-0.293487142,0.135039571,0,0.308436515
1.295521937,-0.315711858,-0.297288309,0.369628766,-0.003202899,0.010583636,0.603117444,-0.275910382,0.242547871,0,0.07785305
-0.747223839,0.3819168,-0.297288309,0.994295514,0.567093697,0.213037739,0.389010221,0.387449566,0.781933429,0,0.188022365
-0.747223839,-0.308955486,-0.297288309,-0.746407642,-0.769849193,-0.599992234,-0.614724442,-0.516126105,-0.595574302,0,0.120779179
0.274149048,-0.298622208,-0.297288309,1.584984574,1.341461609,1.144969329,1.371762377,0.440830838,0.284407879,0,0.189413568
-0.236537395,-0.17449041,-0.297288309,0.659745959,-0.000996722,-0.079395966,-0.102151748,0.081483741,0.059248984,0,0.03030303
1.295521937,0.951571799,-0.297288309,-0.879704731,-0.94854948,-0.593565119,-0.633137663,-0.568205394,-0.680585154,0,0
-0.236537395,-0.295906412,-0.297288309,-0.555609849,-0.703663901,-0.535721089,-0.483690821,-0.512220158,-0.565147424,0,0.354700855
-0.440811973,-0.3067696,-0.297288309,0.905430789,0.820803981,0.450840972,0.414703088,1.18230972,0.451110287,0,0.225875137
0.784835493,-0.305378582,-0.297288309,-0.155718584,-0.584530377,-0.551788875,-0.331246478,-0.505710247,-0.515542395,0,0
-1.768596728,-0.277756938,-0.297288309,-0.158332251,-0.398108472,-0.657836263,-0.53464834,0.108174377,-0.465015337,0,0.168269535
-1.56432215,0.368669009,-0.297288309,1.140660945,1.274173229,0.508685002,0.39843094,0.776742254,0.754825847,0,0.247859043
-0.440811973,-0.32464087,-0.297288309,0.19974032,0.292424737,0.267668212,-0.055048159,0.231211698,0.248817652,0,0.572670423
1.295521937,-0.325773555,-0.297288309,-0.960728452,-0.939724775,-0.596778676,-0.668251247,-0.575366296,-0.69220269,0,0.55226802
-0.440811973,-0.319951151,-0.297288309,0.902817121,1.358007932,0.463695202,0.741002496,0.386798575,0.901981291,0,0.23962225
0.580560915,-0.32307763,-0.297288309,0.087352578,-0.073800543,-0.265782284,-0.222480008,-0.329942645,-0.166094315,0,0.147359052
1.091247359,-0.324309674,-0.297288309,-0.952887447,-0.775364634,-0.587138004,-0.667394818,-0.566903412,-0.677634669,0,0.332838887
1.295521937,-0.300211943,-0.297288309,0.41144746,0.589155461,1.48881995,1.554181731,0.740286752,1.214363901,0,0.254028989
-1.053635706,0.646872614,-0.297288309,1.60850759,1.653635568,1.151396444,0.074700818,2.551995031,0.778798538,0,0
1.091247359,-0.324852834,-0.297288309,1.24782135,1.014947503,0.058786994,0.423695591,0.065859954,0.273159154,0,-0.003119287
1.295521937,0.019589724,-0.297288309,0.173603636,-0.157635245,-0.28185007,-0.190363925,-0.275259391,-0.190067007,0,0.083333334
-0.440811973,-0.147332438,-0.297288309,-0.738566637,-0.915456835,-0.622487134,-0.657117671,-0.564299448,-0.657350084,0,0.048248623
0.069874471,0.050722032,-0.297288309,-0.845727042,-0.787498604,-0.577497332,-0.60401908,-0.56560143,-0.660853785,0,0.34490817
-0.236537395,0.984691276,1.078241829,-0.973796794,-0.874642572,-0.619273577,-0.676387321,-0.577970261,-0.693862337,0,-0.438824348
-0.236537395,-0.313790929,1.078241829,1.514415527,1.587450277,1.755545198,0.57956565,1.402344718,0.980169146,0,0.167782614
-1.56432215,-0.156605892,-0.297288309,0.071670568,0.079528716,-0.214365369,-0.3911965,0.224701787,-0.24391336,0,0.578100735
0.784835493,-0.124811195,-0.297288309,-0.97902413,-0.983848303,-0.603205791,-0.680241252,-0.577970261,-0.697919254,0,0.277777778
1.091247359,-0.324018224,-0.297288309,-0.837886037,-0.963992715,-0.590351562,-0.613439798,-0.568856385,-0.673208941,0,0
-2.279283171,-0.322368873,-0.297288309,1.169411298,1.484863074,0.550461246,0.200167651,2.672428389,0.393207017,0,0.465300204
-1.053635706,0.318327404,-0.297288309,-0.843113373,-0.959580363,-0.603205791,-0.660543387,-0.56560143,-0.677265859,0,0
0.274149048,0.146768515,-0.297288309,-0.524245828,-0.252500831,-0.497158402,-0.547066559,-0.48422754,-0.566807073,0,0.077680276
0.580560915,0.232879155,-0.297288309,0.955090488,0.803154571,1.151396444,1.723326437,0.020941567,0.761464438,0,0.698193745
-0.236537395,0.233541544,-0.297288309,-0.772544326,-0.810663457,-0.574283776,-0.571474782,-0.527192954,-0.596311923,0,0
-0.747223839,0.017602556,-0.297288309,-0.712429953,-0.766539928,-0.619273577,-0.631424805,-0.505710247,-0.629689286,0,-0.133770966
0.274149048,-0.326552525,-0.297288309,-0.558223518,-0.622035375,-0.574283776,-0.566336209,-0.522636016,-0.592808222,0,0.125
-0.236537395,-0.14600766,3.829302105,1.762714025,0.94434986,0.190542839,0.858333255,2.303316425,0.665758077,0,0.434935436
0.784835493,-0.325846419,-0.297288309,-0.952887447,-1.02797183,-0.628914249,-0.660543387,-0.569507376,-0.691465069,0,0.006938858
-0.747223839,0.134183113,-0.297288309,-0.328220698,-0.18521245,-0.493944846,-0.568905495,-0.262239569,-0.468334633,0,0.93649347
0.069874471,-0.278618044,3.829302105,1.441232812,0.540619581,0.817186494,0.396718082,0.15113979,0.310224623,0,0.325754573
1.80620838,-0.32605176,-0.297288309,-0.741180306,-0.532685231,-0.628914249,-0.633994091,-0.567554403,-0.667492377,0,0.154028742
1.295521937,-0.293720526,-0.297288309,0.011556195,-0.190727891,-0.185443354,0.491353474,-0.174355768,0.210461345,0,0.460578187
-0.440811973,-0.323123998,-0.297288309,0.51076686,0.294630914,0.344793585,0.165054066,0.186944302,0.39505107,0,0.163519374
-1.257910283,0.134183113,-0.297288309,-0.385721403,-0.49076788,-0.529293975,-0.55777192,-0.238803889,-0.502080806,0,0.076498656
0.069874471,-0.312399911,-0.297288309,1.177252303,0.71159825,0.923233882,0.563721716,0.126402128,0.527269683,0,0.564406642
-0.440811973,-0.292991897,-0.297288309,-0.918909757,-0.938621687,-0.599992234,-0.654976599,-0.557789536,-0.677819075,0,0.1
0.069874471,-0.08904216,-0.297288309,0.299059719,-0.138882747,0.062000551,0.069562245,-0.022674837,0.149976401,0,0.039456392
0.274149048,-0.020816038,-0.297288309,2.39522178,1.75622277,3.256276413,4.889972269,0.491608145,2.393635914,0,0.147588675
-0.440811973,-0.047974009,-0.297288309,-0.461517786,-0.564674789,-0.477877059,-0.40661222,-0.505710247,-0.547444514,0,0.127380953
-0.440811973,-0.27828685,-0.297288309,-0.793453673,-0.591148906,-0.535721089,-0.631424805,-0.532400883,-0.618256156,0,0
-1.053635706,-0.028764712,3.829302105,1.783623373,1.313884404,1.816602785,0.594981371,1.196631525,2.082544142,0,0.156330833
0.784835493,-0.326117998,-0.297288309,-0.649701912,-0.672777432,-0.548575318,-0.567620852,-0.561044492,-0.6232351,0,0.048243086
0.069874471,-0.323653909,-0.297288309,1.135433608,0.3519915,0.145553038,0.433544524,0.330162348,0.741733069,0,0.039887522
1.091247359,-0.272391583,-0.297288309,0.233718009,1.37124499,-0.240073826,-0.095728532,-0.44907402,-0.402133123,0,1.285607432
0.580560915,-0.302132873,2.453771967,0.267695698,-0.162047598,-0.323626314,0.066136528,-0.407410588,-0.231927014,0,0.432737366
-0.747223839,0.104375584,-0.297288309,-0.743793974,-0.238160684,-0.558215989,-0.638276236,-0.549326652,-0.640753606,0,0.05
1.091247359,-0.140708544,-0.297288309,-0.187082604,0.604598696,-0.233646712,-0.110716038,-0.449725011,-0.27581548,0,0.086961509
-0.236537395,-0.314188363,-0.297288309,-0.051171847,-0.468706116,-0.317199199,-0.391624715,-0.308459938,-0.326158132,0,4.922843438
1.091247359,-0.278949239,-0.297288309,-0.997319809,-1.225424617,-0.606419347,-0.682810538,-0.579923235,-0.701054145,0,-0.456521739
-0.236537395,-0.324409034,-0.297288309,-0.960728452,-1.062167564,-0.612846462,-0.67424625,-0.574064314,-0.696628417,0,0
-0.236537395,-0.320083629,-0.297288309,0.928953805,2.230550693,0.900738982,0.992364377,-0.015513936,1.183014996,0,0.8122498
-1.053635706,-0.279810346,-0.297288309,-0.958114783,-0.863611689,-0.616060019,-0.67724375,-0.561695483,-0.694046743,0,0
0.580560915,-0.288951322,-0.297288309,-0.741180306,-0.816178897,-0.603205791,-0.609157654,-0.569507376,-0.664541892,0,0.048247198
1.80620838,-0.326091503,-0.297288309,-0.945046441,-1.446042255,-0.619273577,-0.67724375,-0.579272243,-0.698472471,0,0.043055556
-0.236537395,0.274609695,-0.297288309,1.783623373,3.20898992,5.08800402,4.688283265,2.164004325,3.679494202,1,0.753383713
1.295521937,-0.322746435,-0.297288309,-1.01300182,-1.0588583,-0.603205791,-0.683238753,-0.579923235,-0.701054145,0,0
-0.440811973,-0.324064591,-0.297288309,-0.895386741,-0.798529486,-0.587138004,-0.655404814,-0.561044492,-0.679294317,0,0
0.274149048,-0.298953403,-0.297288309,2.329880069,1.606202775,2.269714351,4.542262139,1.514315191,1.588337887,0,0.210580875
0.784835493,-0.324210316,-0.297288309,-0.228901298,-0.163150687,-0.365402557,-0.064040663,-0.469254744,-0.401764312,0,-0.125969664
-1.053635706,2.885749241,-0.297288309,-0.926750762,-0.993776096,-0.606419347,-0.674674464,-0.56560143,-0.6925715,0,0
-1.257910283,-0.083743044,-0.297288309,0.811338727,0.678505605,0.550461246,0.083265106,1.212906303,0.104612693,0,0.272752155
1.601933803,-0.323322714,-0.297288309,-0.916296089,-0.875745659,-0.612846462,-0.660543387,-0.578621252,-0.694599959,0,0.433579219
-0.440811973,-0.297628624,-0.297288309,0.382697108,0.313383413,-0.166162011,0.143215129,-0.377464997,-0.26714843,0,-0.034562704
1.295521937,-0.309816592,-0.297288309,-0.615724222,-0.647406404,-0.513226189,-0.455428667,-0.497247362,-0.551501431,0,0.170158628
-0.440811973,-0.068508084,-0.297288309,0.006328858,0.215208563,-0.481090617,-0.297845751,-0.318875796,-0.198734057,0,3.155873016
-1.053635706,3.110961683,-0.297288309,0.594404249,0.174394301,0.206610626,-0.037491367,1.365238225,0.049475502,0,0.7510745
-1.768596728,-0.32598552,-0.297288309,-0.701975279,-0.273459506,-0.542148204,-0.625858017,-0.411316535,-0.616596508,0,-0.25
0.580560915,1.501355113,-0.297288309,-0.362198387,0.130270772,-0.397538129,-0.449861879,-0.479670602,-0.396416558,0,0.708896596
-1.257910283,-0.261594633,-0.297288309,1.462142159,0.734763103,0.241959754,1.833805764,-0.310412912,0.003558578,0,0.153947112
-2.279283171,1.461611741,-0.297288309,-0.900614079,-0.988260656,-0.628914249,-0.668679462,-0.538910793,-0.688145772,0,0
0.784835493,-0.318030222,-0.297288309,1.464755828,2.520662887,0.83325428,1.54647387,-0.166543874,1.179511295,0,0.177626112
-1.257910283,-0.301271767,-0.297288309,-0.837886037,-0.895601247,-0.587138004,-0.652835527,-0.471207718,-0.660116164,0,0.025000414
1.091247359,1.700071974,-0.297288309,-0.86402272,-0.926487717,-0.561429547,-0.612583369,-0.555836563,-0.65163352,0,0
0.274149048,-0.304384998,-0.297288309,-0.777771663,-0.444438176,-0.619273577,-0.633994091,-0.556487554,-0.634115014,0,0.048243762
0.069874471,-0.325250268,1.078241829,-1.005160814,-0.763230664,-0.596778676,-0.67724375,-0.574715305,-0.694599959,0,-0.005
0.274149048,3.952196392,-0.297288309,-0.75163498,-0.818385074,-0.571070219,-0.550920488,-0.504408265,-0.57363007,0,0
-0.440811973,-0.289878667,-0.297288309,-1.007774483,-1.289403732,-0.606419347,-0.684095182,-0.579923235,-0.701422955,0,0
1.295521937,-0.323130621,-0.297288309,0.317355398,0.367434735,-0.079395966,0.478507041,-0.421081402,-0.011009442,0,0.04934827
-0.236537395,0.230891986,-0.297288309,0.463720829,0.372950175,0.608305276,0.518330985,0.112080324,0.470841656,0,0.272095814
0.274149048,0.627000927,-0.297288309,0.931567473,0.738072367,0.595451047,0.833496817,0.189548267,0.807750173,0,0.141427776
-0.236537395,-0.299748271,-0.297288309,1.556234222,2.079427611,2.388615968,1.043321896,1.665996121,2.601460708,1,0.190227921
0.069874471,0.007004322,-0.297288309,-1.018229156,-0.839343749,-0.603205791,-0.683666967,-0.579923235,-0.700685334,0,0
0.069874471,0.191811003,-0.297288309,-0.887545736,-0.938621687,-0.596778676,-0.603162652,-0.540212776,-0.620284615,0,0.234851042
0.580560915,0.158029136,-0.297288309,-0.837886037,-0.902219776,-0.58071089,-0.601021579,-0.563648457,-0.676528237,0,-0.449294532
-0.440811973,0.547514183,-0.297288309,-0.730725632,-0.679395961,-0.616060019,-0.614296227,-0.486831505,-0.607007432,0,0.21037296
0.784835493,4.753687729,-0.297288309,-0.435381103,-0.702560813,-0.50037196,-0.559484778,-0.171751804,-0.491200892,0,0.04412976
0.784835493,-0.306107211,-0.297288309,-0.976410462,-0.888982718,-0.587138004,-0.668679462,-0.578621252,-0.692755905,0,0.28370524
0.580560915,-0.291998313,-0.297288309,1.485665175,2.982856841,2.337199052,3.243915937,2.044872951,2.833995815,0,3.410077136
-1.768596728,0.375292904,-0.297288309,0.62576827,0.593567814,0.100563237,-0.306410039,0.56451915,0.053348014,0,0.807009636
